, uploadDate,Collection,Level,Medium,Publisher,Tag,Year,_attachments,_id,_rev,addedBy,articleDate,attachments_md5,author,averageRating,description,filename,fromLevel,hidden,id,isWelcomeVideo,kind,language,linkToLicense,need_optimization,ok,openUrl,openWhichFile,openWith,resourceFor,resourceType,rev,subject,sum,timesRated,title,toLevel,type,uploadDate,views
1342,,,[u'Lower Secondary'],Audio/Music/Book,,"[u'cc11a4c42d45448a3448193899694fb8', u'845ca5617e959d8a09839f5cca8f183b', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'VOA-17_DoYouHaveABrokenHeart.mp3': {u'stub': True, u'length': 5241207, u'content_type': u'audio/mpeg', u'revpos': 0, u'digest': u'md5-ckKwdJtEnNBXWkvHxPxZSw=='}}",66f2e1e1bd9dd41cf203badd6122a14a,5-8a725e93dcbec680c4d5abe5ecb0fe98,admin,2014-06-25T04:00:00.000Z,,VOA,,,,,,,,Resource,English,,,,,,MP3,,,,[u'Learning'],0.0,0.0,Do You Have a Broken Heart Audio 17,,,2014-06-25T04:00:00.000Z,
1343,1386695912064.0,,[u'Early Education'],Text,,"[u'2cb04e36e7836460c98d481f7e3fae68', u'cc11a4c42d45448a344819389961ea30']",,"{u'tHYis-DP0oU.mp4': {u'stub': True, u'length': 1976063, u'content_type': u'video/mp4', u'revpos': 0, u'digest': u'md5-yndyzT7jpfwiReQ/rKnFWg=='}}",671991f715cfb6f0d99029836426d437,135-2eb045bd72e7ea4342e7b39f7ca29c9a,,2013-12-10T05:00:00.000Z,,Khan Academy,2,What is a variable?,,0.0,,,,Resource,,,,,,,Flow Video Player,,,,[u'Math'],107.0,35.0,Algebra,0.0,,2013-12-10T05:00:00.000Z,
1344,1403633640408.0,,[u'Upper Secondary'],Text,,"[u'cc11a4c42d45448a3448193899b21d07', u'cc11a4c42d45448a3448193899694fb8', u'2cb04e36e7836460c98d481f7e48a320', u'845ca5617e959d8a09839f5cca79384f', u'845ca5617e959d8a09839f5cca85bc92', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'BuildAFire-TheWandererOfTheNorth-Text.pdf': {u'stub': True, u'length': 287468, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-3YemRSwiH06UGcxOJK8tqQ=='}}",679f6c9c93f1da89758b71c5acdaa10c,7-e7f5aef24df7771d16b086b795b1c12b,admin,2014-06-24T04:00:00.000Z,,"London, Jack",,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Literature'],0.0,,To Build A Fire and Other Stories - The Wanderer of the North (Text),,,2014-06-24T04:00:00.000Z,
1345,1403633733884.0,,[u'Upper Secondary'],Text,,"[u'cc11a4c42d45448a3448193899b21d07', u'cc11a4c42d45448a3448193899694fb8', u'2cb04e36e7836460c98d481f7e48a320', u'845ca5617e959d8a09839f5cca79384f', u'845ca5617e959d8a09839f5cca85bc92', u'41d96d20b4c87ffd1545b6d457028e59']",,"{u'BuildAFire-TheWitOfAPorportuk-Text.pdf': {u'stub': True, u'length': 189535, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-U5R35ipSiha3oHnHMsuaPA=='}}",679f6c9c93f1da89758b71c5ace19c64,7-5ada9063bf4e696b0908d16a3dd5ad4f,admin,2014-06-24T04:00:00.000Z,,"London, Jack",,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Literature'],0.0,,To Build A Fire and Other Stories - The Wit of Porportuk (Text),,,2014-06-24T04:00:00.000Z,
1346,,,[u'Upper Primary'],Text,UNESCO,[u'bfc73c98f8b60ff39111e51e640078c5'],2004,"{u'5thGradeHealthStandard_502_PhysicalGrowthDevelopment&Nutrition.pdf': {u'stub': True, u'length': 202850, u'content_type': u'application/pdf', u'revpos': 3, u'digest': u'md5-E9Bs7Azv3dXRfT+UsJTi6Q=='}}",6874c66ec21e814a0ef6c938dd60dd1a,462-2201edd99f4bfc5486df91f6485d9195,teacher,2014-07-22T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,Default,Textbook,,[u'Agriculture'],0.0,0.0,Physical Growth Development & Nutrition - UNESCO 502,,nation,2014-07-22T04:00:00.000Z,
1347,1397833879241.0,,"[u'Early Education', u'Lower Primary', u'Upper Primary', u'Lower Secondary', u'Upper Secondary', u'Undergraduate', u'Graduate', u'Professional']",Text,,"[u'3037965c2de9e2915e2ad751cfa31dfc', u'1de97ab43cf23df1f0b786f99113c2a7']",,"{u'Health Education Diagram.pdf': {u'stub': True, u'length': 118572, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-OBe0pNGuvxXEb5Ec5KKpkA=='}}",68a9e5cecfe3ffca04d14ec0ff518e4e,5-beec7b918da7fc4fee320edabbe3cd3f,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,Health Education Diagram,,,2014-04-18T04:00:00.000Z,
1348,1397835376556.0,,[u'Professional'],Text,,"[u'2cb04e36e7836460c98d481f7e432192', u'3037965c2de9e2915e2ad751cfa31dfc', u'2cb04e36e7836460c98d481f7ea6dfd8', u'01e0dd79c13b3f781de91b3f1e042fc2']",,"{u'Health Services For and From the School, What Children Can Do.pdf': {u'stub': True, u'length': 195262, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-RHk0uXlphlFXNYydYnwiFg=='}}",68a9e5cecfe3ffca04d14ec0ffb741fc,7-91a431201b47033861c18f589e38003c,admin,2014-04-18T04:00:00.000Z,,,,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Health & Medicine'],0.0,,"Health Services For and From the School, What Children Can Do",,,2014-04-18T04:00:00.000Z,
1349,,,[u'Upper Secondary'],Text,Penguin ,"[u'0fcf245af7ca2d6d14c9f967bf36e3fc', u'2cb04e36e7836460c98d481f7e957ee5', u'845ca5617e959d8a09839f5ccae03273', u'cc11a4c42d45448a3448193899741506']",,"{u'The River Between Us.pdf': {u'stub': True, u'length': 4213124, u'content_type': u'application/pdf', u'revpos': 4, u'digest': u'md5-eIdEPsNDJZV5kDqx+RHQKg=='}}",68c58aee3989349829e8592f9381987b,5-32a0c4c87bce66a5373c8d52d59a2532,admin,2014-08-11T04:00:00.000Z,,"Peck, Richard",,,,,,,,Resource,English,,0.0,,,,PDF.js,,,,[u'Literature'],0.0,0.0,The River Between Us,,,2014-08-11T04:00:00.000Z,
1350,,,"[u'Upper Primary', u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'\u0645\u0636\u062e\u0629 \u0627\u0644\u0635\u0648\u062f\u064a\u0648\u0645 \u0648\u0627\u0644\u0628\u0648\u062a\u0627\u0633\u064a\u0648\u0645.53mp4.mp4': {u'stub': True, u'length': 25830309, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-P8vCJ6QPhxTTq3ynZj9PdQ=='}}",68ec3d6c83989920cb75df8e5d001112,2-9559649b0db21b10ab9325d4cbc8d7cf,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=jb7xDproays,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,مضخة الصوديوم والبوتاسيوم,,,2016-07-11T04:00:00.000Z,
1351,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'\u062a\u0635\u062d\u064a\u062d  \u0645\u0636\u062e\u0629 \u0627\u0644\u0635\u0648\u062f\u064a\u0648\u0645 \u0648\u0627\u0644\u0628\u0648\u062a\u0627\u0633\u064a\u0648\u0645.54mp4.mp4': {u'stub': True, u'length': 15107248, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-wScKFL3NBra/m0lhHjcmTA=='}}",68ec3d6c83989920cb75df8e5d001895,2-97a33c913b3ad35a34ba56d44cca05f8,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=TaT7RQ-3NFI,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,تصحيح مضخة الصوديوم والبوتاسيوم,,,2016-07-11T04:00:00.000Z,
1352,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'\u0627\u0644\u062c\u0647\u062f \u0627\u0644\u0641\u0639\u0644\u0649 \u0648\u0627\u0644\u0643\u0647\u0631\u0628\u0627\u064a\u0654\u064a.55mp4.mp4': {u'stub': True, u'length': 30945136, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-sxPvccqSKh2+7M0WK0RedQ=='}}",68ec3d6c83989920cb75df8e5d002555,2-3c7fc191e9ef8423db0ea8354b16cfd9,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=61iErab4ObM,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,الجهد الفعلى والكهربائي,,,2016-07-11T04:00:00.000Z,
1353,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'\u0627\u0644\u062a\u0648\u0635\u064a\u0644 \u0627\u0644\u0642\u0641\u0632\u064a.56mp4.mp4': {u'stub': True, u'length': 30753920, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-9PNM0cyEqbMjQpTIZI3e9g=='}}",68ec3d6c83989920cb75df8e5d002952,2-d17b61d79ee9c7a551e19e5c4077f144,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=468n4sVU7UY,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,التوصيل القفزي,,,2016-07-11T04:00:00.000Z,
1354,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,,68ec3d6c83989920cb75df8e5d003810,1-deb3863b7ed041f02165c7f3b937a94d,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=amLzsAUvUBo,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,التشابك العصبي,,,2016-07-11T04:00:00.000Z,
1355,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'\u0627\u0644\u0645\u064a\u0648\u0633\u064a\u0646 \u0648\u0627\u0644\u0627\u0654\u0643\u062a\u064a\u0646.58mp4.mp4': {u'stub': True, u'length': 19674286, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-FoOt65VeK+FTLVOUeSHEWg=='}}",68ec3d6c83989920cb75df8e5d003cf3,2-d84eccf38f451b1a0644ac18a75e0ebd,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=GjJYUmq51yk,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,الميوسين والأكتين,,,2016-07-11T04:00:00.000Z,
1356,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'\u0627\u0644\u062a\u0631\u0648\u0628\u0646\u064a\u0646 \u0648\u0627\u0644\u062a\u0631\u0648\u0628\u0648\u0645\u064a\u0648\u0633\u064a\u0646.mp4': {u'stub': True, u'length': 18369842, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-GsQkOY8y+5eh3FXVT8wjwA=='}}",68ec3d6c83989920cb75df8e5d004a3f,2-7c09dc260b5c3a21b792980b6bceee30,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=8Tj_3oaFTqQ,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,التروبنين والتروبوميوسين,,,2016-07-11T04:00:00.000Z,
1357,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'\u062f\u0648\u0631 \u0627\u0644\u0634\u0628\u0643\u0629 \u0627\u0644\u0628\u0644\u0627\u0632\u0645\u064a\u0629 \u0641\u064a \u0627\u0644\u062e\u0644\u064a\u0629 \u0627\u0644\u0639\u0636\u0644\u064a\u0629.60mp4.mp4': {u'stub': True, u'length': 25947381, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-b+zOEQWwMtkDYNY7j0JWcA=='}}",68ec3d6c83989920cb75df8e5d004cc3,2-056a58eb4bfb8657410c4b6bfff5c490,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=aspB4uthLck,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,دور الشبكة البلازمية في الخلية العضلية,,,2016-07-11T04:00:00.000Z,
1358,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'\u0627\u0644\u062e\u0644\u064a\u0629 \u0627\u0644\u0639\u0636\u0644\u064a\u0629.61mp4.mp4': {u'stub': True, u'length': 0, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-1B2M2Y8AsgTpgAmY7PhCfg=='}}",68ec3d6c83989920cb75df8e5d004e7d,2-fb9d838bbc16354d8917b186e93fccbc,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=ujZA36DPFXc,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,الخلية العضلية,,,2016-07-11T04:00:00.000Z,
1359,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'\u0627\u0644\u0643\u0644\u064a\u0629 \u0648\u0648\u062d\u062f\u0629 \u0627\u0644\u0627\u0646\u0628\u0648\u0628\u0629 \u0627\u0644\u0643\u0644\u0648\u064a\u0629.62mp4.mp4': {u'stub': True, u'length': 39003981, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-OlE73KiXXsrAeavhcQkzlQ=='}}",68ec3d6c83989920cb75df8e5d005b26,2-723ca67d4b89693cacefb9fcd0ac7d88,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=Sh16q5DdJhw,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,الكلية ووحدة الانبوبة الكلوية,,,2016-07-11T04:00:00.000Z,
1360,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'\u0627\u0644\u0646\u0642\u0644 \u0627\u0644\u0646\u0634\u0637 \u0627\u0644\u062b\u0627\u0646\u0648\u064a \u0641\u064a \u0648\u062d\u062f\u0629 \u0627\u0644\u0627\u0646\u0628\u0648\u0628\u0629 \u0627\u0644\u0643\u0644\u0648\u064a\u0629.63mp4.mp4': {u'stub': True, u'length': 24090879, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-w/D8QvW+bO7Jv63U0n1PEg=='}}",68ec3d6c83989920cb75df8e5d005ba5,2-62974d058a047c71ca63fe412efd74e7,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=RRvA4t37lhU,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,النقل النشط الثانوي في وحدة الانبوبة الكلوية,,,2016-07-11T04:00:00.000Z,
1361,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'\u062f\u0648\u0631 \u0627\u0644\u062e\u0644\u0627\u064a\u0627 \u0627\u0644\u0628\u0627\u0644\u0639\u0629 \u0641\u064a \u0627\u0644\u062c\u0647\u0627\u0632 \u0627\u0644\u0645\u0646\u0627\u0639\u064a \u0627\u0644\u063a\u064a\u0631 \u0645\u062a\u062e\u0635\u0635.64mp4.mp4': {u'stub': True, u'length': 29272381, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-ng653qR6tdYjerhpT49R1g=='}}",68ec3d6c83989920cb75df8e5d006a77,2-5ceb6e3bf8b695f3d0b9afbc7269b1a5,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=2smVFEPPtEc,,,,,Just download,Default,Textbook,,[u'Science'],0.0,0.0,دور الخلايا البالعة في الجهاز المناعي الغير متخصص,,,2016-07-11T04:00:00.000Z,
1362,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'\u0627\u0654\u0646\u0648\u0627\u0639 \u0627\u0644\u0627\u0633\u062a\u062c\u0627\u0628\u0629 \u0627\u0644\u0645\u0646\u0627\u0639\u064a\u0629.65mp4.mp4': {u'stub': True, u'length': 11067550, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-rfQKnMJNtE+qljKmAj/VpQ=='}}",68ec3d6c83989920cb75df8e5d0078d8,2-7ea112e0e9f5817e4737ad1bf1dc774c,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=-6zyhLzWf_w,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,أنواع الاستجابة المناعية,,,2016-07-11T04:00:00.000Z,
1363,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'B \u0627\u0644\u062e\u0644\u0627\u064a\u0627 \u0627\u0644\u0644\u064a\u0645\u0641\u0627\u0648\u064a\u0629.66mp4.mp4': {u'stub': True, u'length': 21104611, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-eW8FzpLvkkVik0x6655waA=='}}",68ec3d6c83989920cb75df8e5d007cad,2-8c3fad1e1fa5f8e2303f2b551119532d,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=60Er60L-h0g,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,B الخلايا الليمفاوية,,,2016-07-11T04:00:00.000Z,
1364,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'\u0627\u0644\u0627\u0646\u062a\u062c\u064a\u0646 \u0627\u0644\u0645\u062a\u062e\u0635\u0635.67mp4.mp4': {u'stub': True, u'length': 17546318, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-5lDEz9bPIOCCRH0u4s3DYA=='}}",68ec3d6c83989920cb75df8e5d007fe9,2-c6dd01fe50af1932f24a0c20b27d5bc7,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=cHtbJPB4OO0,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,الانتجين المتخصص,,,2016-07-11T04:00:00.000Z,
1365,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'\u0627\u0644\u0645\u0633\u0627\u0639\u062f\u0629 T \u062e\u0644\u0627\u064a\u0627.68mp4.mp4': {u'stub': True, u'length': 37252677, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-rjxpf04WwynRYDJkYsVEoA=='}}",68ec3d6c83989920cb75df8e5d00847a,2-fc572fc57815ce21712da91842c0f7d4,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=YueeS5JF9Ww,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,المساعدة T خلايا,,,2016-07-11T04:00:00.000Z,
1366,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'\u0627\u0644\u0633\u0627\u0645\u0629  T \u062e\u0644\u0627\u064a\u0627.69mp4.mp4': {u'stub': True, u'length': 15999779, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-eT/RvektWxNT9sAz1C76HQ=='}}",68ec3d6c83989920cb75df8e5d00852e,2-6f3eea0a662ed0d2fdf47e5cdaff977a,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=z5_9-s5ziSU,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,السامة T خلايا,,,2016-07-11T04:00:00.000Z,
1367,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'\u0627\u0644\u062e\u0644\u0627\u064a\u0627 \u0627\u0644\u0628\u0644\u0627\u0632\u0645\u064a\u0629 \u0648\u0627\u0644\u062e\u0644\u0627\u064a\u0627 \u0627\u0644\u0645\u0633\u0627\u0639\u062f\u0629.70mp4.mp4': {u'stub': True, u'length': 17933540, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-XnmtoWqubNs3bXDPsllC/Q=='}}",68ec3d6c83989920cb75df8e5d009227,2-ea821936c25bd7d23ee6cca25c87f33a,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=stON885R7do,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,الخلايا البلازمية والخلايا المساعدة,,,2016-07-11T04:00:00.000Z,
1368,,,"[u'Lower Secondary', u'Upper Secondary']",Text,,,2013,"{u'\u0627\u0644\u0627\u0633\u062a\u062c\u0627\u0628\u0629 \u0627\u0644\u0627\u0644\u062a\u0647\u0627\u0628\u064a\u0629.71mp4.mp4': {u'stub': True, u'length': 23436070, u'content_type': u'video/mp4', u'revpos': 2, u'digest': u'md5-iJ2dnMIJFFSXl8WqGSpZHA=='}}",68ec3d6c83989920cb75df8e5d00a049,2-3dfae42cea05ece1c948cb299cd431fc,hallieperlman,2016-07-11T04:00:00.000Z,,Khan Academy,,,,,,,,Resource,Arabic,https://www.youtube.com/watch?v=bk0AHiaoT1o,,,,,Flow Video Player,Default,Textbook,,[u'Science'],0.0,0.0,الاستجابة الالتهابية,,,2016-07-11T04:00:00.000Z,
1369,,,[u'Upper Primary'],Text,,,,"{u'\u0634\u0627\u0631\u0629_\u0627\u0644\u0634\u062c\u0627\u0639\u0629_\u0627\u0644\u062d\u0645\u0631\u0627\u0621.pdf': {u'stub': True, u'length': 3273268, u'content_type': u'application/pdf', u'revpos': 2, u'digest': u'md5-98ScCw6/3K+RS6Xo2Uda3w=='}}",68ec3d6c83989920cb75df8e5d00c219,2-b36e0bf7a14928aefc0d5418e48c8679,w.arbash,2016-07-15T04:00:00.000Z,,ستيفن كرين,,,,,,,,Resource,Arabic,http://www.hindawi.org/books/series/35370515/,,,,,Just download,Default,Textbook,,[u'Literature'],0.0,0.0,شارة الشجاعة الحمراء,,,2016-07-15T04:00:00.000Z,
1370,,,[u'Upper Primary'],Text,,,,"{u'\u0646\u062f\u0627\u0621_\u0627\u0644\u0628\u0631\u064a\u0629.pdf': {u'stub': True, u'length': 3261383, u'content_type': u'application/pdf', u'revpos': 2, u'digest': u'md5-ds+biUrO7Vl0SSvhkLDrpA=='}}",68ec3d6c83989920cb75df8e5d00c778,2-a93b48302a22917337ee17240096387c,w.arbash,2016-07-15T04:00:00.000Z,,جاك لندن,,,,,,,,Resource,Arabic,,,,,,Just download,Default,Textbook,,[u'Literature'],0.0,0.0,نِدَاءُ البَرِّيَّةِ,,,2016-07-15T04:00:00.000Z,
1371,,,[u'Upper Primary'],Text,,,,"{u'\u0647\u0627\u064a\u062f\u064a.pdf': {u'stub': True, u'length': 3298068, u'content_type': u'application/pdf', u'revpos': 2, u'digest': u'md5-LQe439lDJTitNPzUwgLYMw=='}}",68ec3d6c83989920cb75df8e5d00d214,2-32e01560db793c4d9c58f26814ebe097,w.arbash,2016-07-15T04:00:00.000Z,,يوهانا شبيري,,,,,,,,Resource,Arabic,,,,,,Just download,Default,Textbook,,[u'Literature'],0.0,0.0,هايدي,,,2016-07-15T04:00:00.000Z,
1372,,,[u'Upper Primary'],Text,,,,"{u'\u062d\u0648\u0644_\u0627\u0644\u0639\u0627\u0644\u0645_\u0641\u064a_\u0668\u0660_\u064a\u0648\u0645\u0627.pdf': {u'stub': True, u'length': 5265845, u'content_type': u'application/pdf', u'revpos': 2, u'digest': u'md5-PA1/EyNhlakC/vZhwMfO9g=='}}",68ec3d6c83989920cb75df8e5d00daf0,2-a52f9ab5c9909cb472c2f7e85cd0d8ea,w.arbash,2016-07-15T04:00:00.000Z,,جول فيرن,,,,,,,,Resource,Arabic,,,,,,Just download,Default,Textbook,,[u'Literature'],0.0,0.0,حول العالم في ٨٠ يومًا,,,2016-07-15T04:00:00.000Z,
1373,,,[u'Upper Primary'],Text,,,,"{u'\u0631\u0648\u0628\u0646\u0633\u0648\u0646_\u0643\u0631\u0648\u0632\u0648.pdf': {u'stub': True, u'length': 3400024, u'content_type': u'application/pdf', u'revpos': 2, u'digest': u'md5-TLUOEttPvkxr61y6amS0qQ=='}}",68ec3d6c83989920cb75df8e5d00ddb5,2-ce242cd80d10d45ecdec786d785f5e6c,w.arbash,2016-07-15T04:00:00.000Z,,دانيال ديفو,,,,,,,,Resource,Arabic,,,,,,Just download,Default,Textbook,,[u'Literature'],0.0,0.0,روبنسون كروزو,,,2016-07-15T04:00:00.000Z,
1374,,,[u'Upper Primary'],Text,,,,"{u'\u062f\u0631\u0627\u0643\u0648\u0644\u0627.pdf': {u'stub': True, u'length': 2022722, u'content_type': u'application/pdf', u'revpos': 2, u'digest': u'md5-QqX6575mGZhDMYwvtT286w=='}}",68ec3d6c83989920cb75df8e5d00e5a1,2-4df5b1e9ada0e59623dd885921789ad3,w.arbash,2016-07-15T04:00:00.000Z,,برام ستوكر,,,,,,,,Resource,Arabic,hindawi,,,,,Just download,Default,Textbook,,[u'Literature'],0.0,0.0,دراكولا,,,2016-07-15T04:00:00.000Z,
1375,,,[u'Upper Primary'],Text,,,,"{u'\u0642\u0635\u0629_\u0627\u0644\u0645\u0644\u0643_\u0627\u0653\u0631\u062b\u0631_\u0648\u0641\u0631\u0633\u0627\u0646\u0647.pdf': {u'stub': True, u'length': 5296217, u'content_type': u'application/pdf', u'revpos': 2, u'digest': u'md5-9aBa9qLsnXF2UTyi0ATBxw=='}}",68ec3d6c83989920cb75df8e5d00ebef,2-9f7671bdfd6f919c7aaa4da90b4577fc,w.arbash,2016-07-15T04:00:00.000Z,,هاورد بيل,,,,,,,,Resource,Arabic,hindawi,,,,,Just download,Default,Textbook,,[u'Literature'],0.0,0.0,قصة الملك آرثر وفرسانه,,,2016-07-15T04:00:00.000Z,
1376,,,[u'Upper Primary'],Text,,,,"{u'\u0639\u0627\u064a\u0654\u0644\u0629_\u0631\u0648\u0628\u0646\u0633\u0648\u0646_\u0627\u0644\u0633\u0648\u064a\u0633\u0631\u064a\u0629.pdf': {u'stub': True, u'length': 2788456, u'content_type': u'application/pdf', u'revpos': 2, u'digest': u'md5-c+BYhX91c9TCVwv28twwvQ=='}}",68ec3d6c83989920cb75df8e5d00f142,2-0df2b31cd718c0d91ef42090c96d0018,w.arbash,2016-07-15T04:00:00.000Z,,يوهان ديفيد فيس,,,,,,,,Resource,Arabic,Hindawi,,,,,Just download,Default,Textbook,,[u'Literature'],0.0,0.0,عائلة روبنسون السويسرية,,,2016-07-15T04:00:00.000Z,
